chrom	chromStart	chromEnd	name	score	strand	length	GC
chr1	7845229	7918811	cp068277_7845230	636	.	73582	52.26
chr1	7918811	8049817	cp068277_7918812	378	.	131006	43.26
chr1	8049817	8312002	cp068277_8049818	286	.	262185	40.03
chr1	8312002	8373833	cp068277_8312003	389	.	61831	43.65
chr1	8373833	8684149	cp068277_8373834	530	.	310316	48.56
chr1	8684149	8795423	cp068277_8684150	587	.	111274	50.56
chr1	8795423	8939835	cp068277_8795424	682	.	144412	53.90
chr1	8939835	9078653	cp068277_8939836	557	.	138818	49.50
chr1	9078653	9123551	cp068277_9078654	419	.	44898	44.69
chr1	9123551	9153561	cp068277_9123552	828	.	30010	58.99
chr1	9153561	9457123	cp068277_9153562	574	.	303562	50.12
chr1	9457123	9514399	cp068277_9457124	424	.	57276	44.84
chr1	9514399	9606941	cp068277_9514400	493	.	92542	47.28
chr1	9606941	9801580	cp068277_9606942	392	.	194639	43.74
chr1	9801580	9852851	cp068277_9801581	264	.	51271	39.24
chr1	9852851	9908327	cp068277_9852852	339	.	55476	41.88
chr1	9908327	10064071	cp068277_9908328	495	.	155744	47.34
chr1	10064071	10156116	cp068277_10064072	357	.	92045	42.50
chr1	10156116	10253585	cp068277_10156117	822	.	97469	58.79
chr1	10253585	10312805	cp068277_10253586	715	.	59220	55.03
chr1	10312805	10524084	cp068277_10312806	638	.	211279	52.34
chr1	10524084	10584078	cp068277_10524085	464	.	59994	46.27
chr1	10584078	10621687	cp068277_10584079	669	.	37609	53.42
chr1	10621687	10811883	cp068277_10621688	417	.	190196	44.60
chr1	10811883	10847155	cp068277_10811884	538	.	35272	48.86
chr1	10847155	10878164	cp068277_10847156	667	.	31009	53.35
chr1	10878164	10941083	cp068277_10878165	586	.	62919	50.53
chr1	10941083	10971616	cp068277_10941084	469	.	30533	46.42
chr1	10971616	11775476	cp068277_10971617	629	.	803860	52.03
chr1	11775476	12021963	cp068277_11775477	332	.	246487	41.63
chr1	12021963	12083248	cp068277_12021964	470	.	61285	46.47
chr1	12083248	12181333	cp068277_12083249	623	.	98085	51.82
chr1	12181333	12455157	cp068277_12181334	414	.	273824	44.49
chr1	12455157	13078278	cp068277_12455158	472	.	623121	46.55
chr1	13078278	13959170	cp068277_13078279	364	.	880892	42.76
chr1	13959170	14096240	cp068277_13959171	426	.	137070	44.93
chr1	14096240	14335860	cp068277_14096241	503	.	239620	47.63
chr1	14335860	14548348	cp068277_14335861	618	.	212488	51.65
chr1	14548348	14789359	cp068277_14548349	496	.	241011	47.38
chr1	14789359	14972045	cp068277_14789360	578	.	182686	50.26
chr1	14972045	15116823	cp068277_14972046	403	.	144778	44.12
chr1	15116823	15161007	cp068277_15116824	544	.	44184	49.06
chr1	15161007	15213478	cp068277_15161008	783	.	52471	57.43
chr1	15213478	15291504	cp068277_15213479	553	.	78026	49.38
chr1	15291504	15372408	cp068277_15291505	319	.	80904	41.17
chr1	15372408	15430311	cp068277_15372409	576	.	57903	50.17
chr1	15430311	15515230	cp068277_15430312	786	.	84919	57.52
chr1	15515230	15688144	cp068277_15515231	686	.	172914	54.04
chr1	15688144	15793143	cp068277_15688145	392	.	104999	43.72
chr1	15793143	15913585	cp068277_15793144	540	.	120442	48.92
chr1	15913585	15943589	cp068277_15913586	666	.	30004	53.34
chr1	15943589	16240103	cp068277_15943590	433	.	296514	45.17
chr1	16240103	16604181	cp068277_16240104	537	.	364078	48.82
chr1	16604181	16722202	cp068277_16604182	413	.	118021	44.49
chr1	16722202	16823959	cp068277_16722203	754	.	101757	56.42
chr1	16823959	16863796	cp068277_16823960	394	.	39837	43.81
chr1	16863796	17369693	cp068277_16863797	575	.	505897	50.14
chr1	17369693	17518661	cp068277_17369694	713	.	148968	54.98
chr1	17518661	17596298	cp068277_17518662	600	.	77637	51.03
chr1	17596298	17637931	cp068277_17596299	445	.	41633	45.58
chr1	17637931	18235453	cp068277_17637932	552	.	597522	49.33
chr1	18235453	18283169	cp068277_18235454	430	.	47716	45.06
chr1	18283169	18314696	cp068277_18283170	574	.	31527	50.12
chr1	18314696	18345053	cp068277_18314697	300	.	30357	40.52
chr1	18345053	18404155	cp068277_18345054	591	.	59102	50.70
chr1	18404155	18447498	cp068277_18404156	494	.	43343	47.31
chr1	18447498	18556042	cp068277_18447499	650	.	108544	52.76
chr1	18556042	18612673	cp068277_18556043	492	.	56631	47.25
chr1	18612673	18680911	cp068277_18612674	609	.	68238	51.32
chr1	18680911	18777495	cp068277_18680912	699	.	96584	54.49
chr1	18777495	18848006	cp068277_18777496	432	.	70511	45.14
chr1	18848006	18913022	cp068277_18848007	668	.	65016	53.39
chr1	18913022	18951815	cp068277_18913023	448	.	38793	45.70
chr1	18951815	19042565	cp068277_18951816	328	.	90750	41.50
chr1	19042565	19129495	cp068277_19042566	519	.	86930	48.19
chr1	19129495	19169594	cp068277_19129496	728	.	40099	55.50
chr1	19169594	19232325	cp068277_19169595	591	.	62731	50.72
chr1	19232325	19342649	cp068277_19232326	490	.	110324	47.16
chr1	19342649	19459991	cp068277_19342650	403	.	117342	44.12
chr1	19459991	19519904	cp068277_19459992	680	.	59913	53.82
chr1	19519904	19644172	cp068277_19519905	528	.	124268	48.49
chr1	19644172	19734069	cp068277_19644173	343	.	89897	42.03
chr1	19734069	19822560	cp068277_19734070	466	.	88491	46.33
chr1	19822560	19893556	cp068277_19822561	301	.	70996	40.55
chr1	19893556	20507410	cp068277_19893557	533	.	613854	48.67
chr1	20507410	20564350	cp068277_20507411	719	.	56940	55.19
chr1	20564350	20608201	cp068277_20564351	277	.	43851	39.72
chr1	20608201	20647998	cp068277_20608202	448	.	39797	45.69
chr1	20647998	20712282	cp068277_20647999	265	.	64284	39.31
chr1	20712282	20839130	cp068277_20712283	208	.	126848	37.30
chr1	20839130	20992820	cp068277_20839131	285	.	153690	40.00
chr1	20992820	21041524	cp068277_20992821	448	.	48704	45.71
chr1	21041524	22249235	cp068277_21041525	568	.	1207711	49.89
chr1	22249235	22349323	cp068277_22249236	333	.	100088	41.68
chr1	22349323	22429209	cp068277_22349324	718	.	79886	55.14
chr1	22429209	22757043	cp068277_22429210	615	.	327834	51.53
chr1	22757043	22846074	cp068277_22757044	456	.	89031	45.97
chr1	22846074	22902269	cp068277_22846075	231	.	56195	38.09
chr1	22902269	22992941	cp068277_22902270	359	.	90672	42.58
chr1	22992941	23111534	cp068277_22992942	497	.	118593	47.41
chr1	23111534	23176670	cp068277_23111535	233	.	65136	38.19
chr1	23176670	23490366	cp068277_23176671	546	.	313696	49.12
chr1	23490366	23773850	cp068277_23490367	488	.	283484	47.11
chr1	23773850	23817242	cp068277_23773851	309	.	43392	40.82
chr1	23817242	23890307	cp068277_23817243	456	.	73065	45.97
chr1	23890307	23923749	cp068277_23890308	573	.	33442	50.08
chr1	23923749	23962552	cp068277_23923750	702	.	38803	54.60
chr1	23962552	24174361	cp068277_23962553	488	.	211809	47.08
chr1	24174361	24216249	cp068277_24174362	608	.	41888	51.29
chr1	24216249	24523576	cp068277_24216250	405	.	307327	44.20
chr1	24523576	24591829	cp068277_24523577	559	.	68253	49.57
chr1	24591829	24682588	cp068277_24591830	285	.	90759	40.01
chr1	24682588	24731631	cp068277_24682589	483	.	49043	46.91
chr1	24731631	24910925	cp068277_24731632	665	.	179294	53.28
chr1	24910925	25268176	cp068277_24910926	469	.	357251	46.43
chr1	25268176	25317602	cp068277_25268177	266	.	49426	39.32
chr1	25317602	25350072	cp068277_25317603	387	.	32470	43.58
chr1	25350072	25380680	cp068277_25350073	602	.	30608	51.10
chr1	25380680	25424328	cp068277_25380681	692	.	43648	54.23
chr1	25424328	26367154	cp068277_25424329	531	.	942826	48.60
chr1	26367154	26420069	cp068277_26367155	660	.	52915	53.10
chr1	26420069	26655192	cp068277_26420070	449	.	235123	45.73
chr1	26655192	27004337	cp068277_26655193	591	.	349145	50.70
chr1	27004337	27085360	cp068277_27004338	447	.	81023	45.67
chr1	27085360	27127708	cp068277_27085361	371	.	42348	43.00
chr1	27127708	27171053	cp068277_27127709	549	.	43345	49.24
chr1	27171053	27208696	cp068277_27171054	797	.	37643	57.90
chr1	27208696	27251517	cp068277_27208697	678	.	42821	53.76
chr1	27251517	27328984	cp068277_27251518	378	.	77467	43.25
chr1	27328984	27358988	cp068277_27328985	557	.	30004	49.51
chr1	27358988	27446348	cp068277_27358989	751	.	87360	56.29
chr1	27446348	27510967	cp068277_27446349	612	.	64619	51.44
chr1	27510967	27692988	cp068277_27510968	385	.	182021	43.50
chr1	27692988	27728500	cp068277_27692989	668	.	35512	53.41
chr1	27728500	27767428	cp068277_27728501	408	.	38928	44.30
chr1	27767428	27818852	cp068277_27767429	565	.	51424	49.79
chr1	27818852	27868711	cp068277_27818853	310	.	49859	40.87
chr1	27868711	27929407	cp068277_27868712	211	.	60696	37.40
chr1	27929407	28224934	cp068277_27929408	466	.	295527	46.31
chr1	28224934	28285264	cp068277_28224935	315	.	60330	41.03
chr1	28285264	28342403	cp068277_28285265	393	.	57139	43.76
chr1	28342403	28444748	cp068277_28342404	546	.	102345	49.12
chr1	28444748	28653167	cp068277_28444749	460	.	208419	46.13
chr1	28653167	28760260	cp068277_28653168	575	.	107093	50.13
chr1	28760260	28927762	cp068277_28760261	283	.	167502	39.92
chr1	28927762	28957766	cp068277_28927763	383	.	30004	43.41
chr1	28957766	28988230	cp068277_28957767	691	.	30464	54.21
chr1	28988230	30392659	cp068277_28988231	515	.	1404429	48.05
chr1	30392659	30445172	cp068277_30392660	318	.	52513	41.13
chr1	30445172	30484235	cp068277_30445173	494	.	39063	47.30
chr1	30484235	30660029	cp068277_30484236	646	.	175794	52.64
chr1	30660029	30721997	cp068277_30660030	537	.	61968	48.80
chr1	30721997	30769916	cp068277_30721998	735	.	47919	55.75
chr1	30769916	30803082	cp068277_30769917	372	.	33166	43.03
chr1	30803082	30896263	cp068277_30803083	275	.	93181	39.63
chr1	30896263	31006767	cp068277_30896264	453	.	110504	45.88
chr1	31006767	31103968	cp068277_31006768	579	.	97201	50.27
chr1	31103968	31218639	cp068277_31103969	345	.	114671	42.08
chr1	31218639	31303867	cp068277_31218640	606	.	85228	51.24
chr1	31303867	31356049	cp068277_31303868	315	.	52182	41.05
chr1	31356049	31386073	cp068277_31356050	541	.	30024	48.97
chr1	31386073	31425301	cp068277_31386074	369	.	39228	42.95
chr1	31425301	31512785	cp068277_31425302	567	.	87484	49.85
chr1	31512785	31658721	cp068277_31512786	742	.	145936	56.00
chr1	31658721	32037103	cp068277_31658722	430	.	378382	45.06
chr1	32037103	32239380	cp068277_32037104	589	.	202277	50.65
chr1	32239380	32399141	cp068277_32239381	445	.	159761	45.60
chr1	32399141	32548437	cp068277_32399142	385	.	149296	43.51
chr1	32548437	32634537	cp068277_32548438	656	.	86100	52.97
chr1	32634537	32681719	cp068277_32634538	465	.	47182	46.30
chr1	32681719	32720673	cp068277_32681720	293	.	38954	40.27
chr1	32720673	32762852	cp068277_32720674	726	.	42179	55.43
chr1	32762852	32992829	cp068277_32762853	469	.	229977	46.44
chr1	32992829	33050965	cp068277_32992830	597	.	58136	50.93
chr1	33050965	33080974	cp068277_33050966	252	.	30009	38.84
chr1	33080974	33116535	cp068277_33080975	440	.	35561	45.41
chr1	33116535	33241749	cp068277_33116536	583	.	125214	50.42
chr1	33241749	33290332	cp068277_33241750	285	.	48583	40.00
chr1	33290332	33952929	cp068277_33290333	434	.	662597	45.21
chr1	33952929	33983428	cp068277_33952930	293	.	30499	40.28
chr1	33983428	34080183	cp068277_33983429	517	.	96755	48.10
chr1	34080183	34433637	cp068277_34080184	357	.	353454	42.52
chr1	34433637	34590680	cp068277_34433638	434	.	157043	45.21
chr1	34590680	34795334	cp068277_34590681	530	.	204654	48.56
chr1	34795334	35133832	cp068277_34795335	347	.	338498	42.16
chr1	35133832	35186985	cp068277_35133833	295	.	53153	40.33
chr1	35186985	35285793	cp068277_35186986	213	.	98808	37.47
chr1	35285793	35321476	cp068277_35285794	467	.	35683	46.37
chr1	35321476	35419625	cp068277_35321477	295	.	98149	40.34
chr1	35419625	35459029	cp068277_35419626	669	.	39404	53.45
chr1	35459029	35794925	cp068277_35459030	402	.	335896	44.09
chr1	35794925	35872841	cp068277_35794926	206	.	77916	37.23
chr1	35872841	35944433	cp068277_35872842	297	.	71592	40.41
chr1	35944433	36045983	cp068277_35944434	683	.	101550	53.93
chr1	36045983	36087981	cp068277_36045984	530	.	41998	48.55
chr1	36087981	36160317	cp068277_36087982	377	.	72336	43.21
chr1	36160317	36265300	cp068277_36160318	627	.	104983	51.95
chr1	36265300	38144237	cp068277_36265301	516	.	1878937	48.07
chr1	38144237	38311611	cp068277_38144238	329	.	167374	41.55
chr1	38311611	39115268	cp068277_38311612	421	.	803657	44.77
chr1	39115268	39356993	cp068277_39115269	326	.	241725	41.42
chr1	39356993	39400389	cp068277_39356994	716	.	43396	55.07
chr1	39400389	39870903	cp068277_39400390	510	.	470514	47.88
chr1	39870903	40488931	cp068277_39870904	352	.	618028	42.33
chr1	40488931	40538313	cp068277_40488932	610	.	49382	51.38
chr1	40538313	40568353	cp068277_40538314	418	.	30040	44.65
chr1	40568353	40634249	cp068277_40568354	336	.	65896	41.78
chr1	40634249	40709628	cp068277_40634250	689	.	75379	54.13
chr1	40709628	40929343	cp068277_40709629	482	.	219715	46.89
chr1	40929343	41110343	cp068277_40929344	234	.	181000	38.22
chr1	41110343	41211332	cp068277_41110344	436	.	100989	45.29
chr1	41211332	41419045	cp068277_41211333	675	.	207713	53.63
chr1	41419045	41531811	cp068277_41419046	486	.	112766	47.03
chr1	41531811	41625231	cp068277_41531812	591	.	93420	50.69
chr1	41625231	41778464	cp068277_41625232	456	.	153233	45.97
chr1	41778464	42585781	cp068277_41778465	309	.	807317	40.83
chr1	42585781	42638329	cp068277_42585782	573	.	52548	50.07
chr1	42638329	42794287	cp068277_42638330	380	.	155958	43.33
chr1	42794287	42834119	cp068277_42794288	661	.	39832	53.15
chr1	42834119	42942433	cp068277_42834120	520	.	108314	48.23
chr1	42942433	43085606	cp068277_42942434	341	.	143173	41.96
chr1	43085606	43137756	cp068277_43085607	458	.	52150	46.06
chr1	43137756	43240890	cp068277_43137757	603	.	103134	51.11
chr1	43240890	43290030	cp068277_43240891	432	.	49140	45.15
chr1	43290030	43324399	cp068277_43290031	713	.	34369	54.97
chr1	43324399	43368714	cp068277_43324400	324	.	44315	41.34
chr1	43368714	43400954	cp068277_43368715	526	.	32240	48.42
chr1	43400954	43496797	cp068277_43400955	741	.	95843	55.95
chr1	43496797	43578759	cp068277_43496798	483	.	81962	46.91
chr1	43578759	43721001	cp068277_43578760	340	.	142242	41.92
chr1	43721001	43768335	cp068277_43721002	471	.	47334	46.49
chr1	43768335	43840830	cp068277_43768336	617	.	72495	51.62
chr1	43840830	43908648	cp068277_43840831	751	.	67818	56.29
chr1	43908648	44043611	cp068277_43908649	395	.	134963	43.85
chr1	44043611	44083132	cp068277_44043612	279	.	39521	39.77
chr1	44083132	44135612	cp068277_44083133	605	.	52480	51.18
chr1	44135612	44186829	cp068277_44135613	499	.	51217	47.49
chr1	44186829	44412815	cp068277_44186830	407	.	225986	44.28
chr1	44412815	44756081	cp068277_44412816	561	.	343266	49.64
chr1	44756081	44994705	cp068277_44756082	363	.	238624	42.72
chr1	44994705	45076608	cp068277_44994706	225	.	81903	37.88
chr1	45076608	45691003	cp068277_45076609	399	.	614395	43.99
chr1	45691003	45793986	cp068277_45691004	248	.	102983	38.71
chr1	45793986	45870597	cp068277_45793987	305	.	76611	40.69
chr1	45870597	45919765	cp068277_45870598	485	.	49168	46.99
chr1	45919765	46008843	cp068277_45919766	279	.	89078	39.80
chr1	46008843	46040536	cp068277_46008844	427	.	31693	44.96
chr1	46040536	46082534	cp068277_46040537	624	.	41998	51.85
chr1	46082534	46269464	cp068277_46082535	477	.	186930	46.72
chr1	46269464	46440356	cp068277_46269465	666	.	170892	53.34
chr1	46440356	46477182	cp068277_46440357	450	.	36826	45.76
chr1	46477182	46507303	cp068277_46477183	587	.	30121	50.56
chr1	46507303	46902807	cp068277_46507304	338	.	395504	41.83
chr1	46902807	47014631	cp068277_46902808	248	.	111824	38.71
chr1	47014631	47056029	cp068277_47014632	404	.	41398	44.15
chr1	47056029	47120834	cp068277_47056030	614	.	64805	51.52
chr1	47120834	47189315	cp068277_47120835	287	.	68481	40.06
chr1	47189315	47226390	cp068277_47189316	458	.	37075	46.05
chr1	47226390	47274107	cp068277_47226391	328	.	47717	41.50
chr1	47274107	47960771	cp068277_47274108	511	.	686664	47.91
chr1	47960771	47995832	cp068277_47960772	363	.	35061	42.71
chr1	47995832	48067824	cp068277_47995833	226	.	71992	37.92
chr1	48067824	48132934	cp068277_48067825	484	.	65110	46.94
chr1	48132934	48348917	cp068277_48132935	208	.	215983	37.28
chr1	48348917	48656847	cp068277_48348918	398	.	307930	43.95
chr1	48656847	48713669	cp068277_48656848	314	.	56822	41.01
chr1	48713669	49001888	cp068277_48713670	275	.	288219	39.63
chr1	49001888	49511744	cp068277_49001889	222	.	509856	37.80
chr1	49511744	49901482	cp068277_49511745	186	.	389738	36.53
chr1	49901482	50026349	cp068277_49901483	261	.	124867	39.16
chr1	50026349	50086329	cp068277_50026350	326	.	59980	41.43
chr1	50086329	50262138	cp068277_50086330	423	.	175809	44.84
chr1	50262138	50293025	cp068277_50262139	220	.	30887	37.71
chr1	50293025	50337825	cp068277_50293026	513	.	44800	47.97
chr1	50337825	50784786	cp068277_50337826	222	.	446961	37.78
chr1	50784786	51031605	cp068277_50784787	268	.	246819	39.39
chr1	51031605	51167836	cp068277_51031606	350	.	136231	42.26
chr1	51167836	51226688	cp068277_51167837	618	.	58852	51.66
chr1	51226688	51260138	cp068277_51226689	298	.	33450	40.45
chr1	51260138	51397440	cp068277_51260139	212	.	137302	37.44
chr1	51397440	51498304	cp068277_51397441	386	.	100864	43.54
chr1	51498304	51757768	cp068277_51498305	254	.	259464	38.92
chr1	51757768	52064243	cp068277_51757769	387	.	306475	43.56
chr1	52064243	52114233	cp068277_52064244	306	.	49990	40.71
chr1	52114233	52176123	cp068277_52114234	230	.	61890	38.08
chr1	52176123	52223401	cp068277_52176124	344	.	47278	42.06
chr1	52223401	52253452	cp068277_52223402	562	.	30051	49.69
chr1	52253452	52298245	cp068277_52253453	402	.	44793	44.08
chr1	52298245	52433698	cp068277_52298246	232	.	135453	38.12
chr1	52433698	52608969	cp068277_52433699	444	.	175271	45.57
chr1	52608969	52658053	cp068277_52608970	361	.	49084	42.65
chr1	52658053	52710068	cp068277_52658054	273	.	52015	39.56
chr1	52710068	52811515	cp068277_52710069	437	.	101447	45.30
chr1	52811515	52941838	cp068277_52811516	279	.	130323	39.79
chr1	52941838	53005498	cp068277_52941839	732	.	63660	55.63
chr1	53005498	53104670	cp068277_53005499	457	.	99172	46.01
chr1	53104670	53142808	cp068277_53104671	347	.	38138	42.15
chr1	53142808	53177003	cp068277_53142809	637	.	34195	52.32
chr1	53177003	53211681	cp068277_53177004	771	.	34678	57.01
chr1	53211681	53241708	cp068277_53211682	426	.	30027	44.91
chr1	53241708	53297918	cp068277_53241709	589	.	56210	50.63
chr1	53297918	53341505	cp068277_53297919	354	.	43587	42.41
chr1	53341505	53380694	cp068277_53341506	594	.	39189	50.82
chr1	53380694	53415016	cp068277_53380695	817	.	34322	58.60
chr1	53415016	53445194	cp068277_53415017	682	.	30178	53.90
chr1	53445194	53624099	cp068277_53445195	552	.	178905	49.33
chr1	53624099	53991592	cp068277_53624100	361	.	367493	42.66
chr1	53991592	54509407	cp068277_53991593	582	.	517815	50.40
chr1	54509407	54748737	cp068277_54509408	518	.	239330	48.16
chr1	54748737	54858280	cp068277_54748738	412	.	109543	44.43
chr1	54858280	54952991	cp068277_54858281	627	.	94711	51.96
chr1	54952991	55010163	cp068277_54952992	244	.	57172	38.55
chr1	55010163	55092822	cp068277_55010164	180	.	82659	36.33
chr1	55092822	55268864	cp068277_55092823	389	.	176042	43.64
chr1	55268864	55346353	cp068277_55268865	291	.	77489	40.19
chr1	55346353	55476461	cp068277_55346354	367	.	130108	42.86
chr1	55476461	56252483	cp068277_55476462	270	.	776022	39.48
chr1	56252483	56461228	cp068277_56252484	380	.	208745	43.32
chr1	56461228	56503627	cp068277_56461229	290	.	42399	40.15
chr1	56503627	56679047	cp068277_56503628	202	.	175420	37.08
chr1	56679047	56732249	cp068277_56679048	402	.	53202	44.09
chr1	56732249	59645314	cp068277_56732250	317	.	2913065	41.10
chr1	59645314	59705882	cp068277_59645315	218	.	60568	37.65
chr1	59705882	59755018	cp068277_59705883	88	.	49136	33.10
chr1	59755018	59923164	cp068277_59755019	291	.	168146	40.21
chr1	59923164	60538664	cp068277_59923165	212	.	615500	37.44
chr1	60538664	60781857	cp068277_60538665	270	.	243193	39.48
chr1	60781857	60962763	cp068277_60781858	377	.	180906	43.21
chr1	60962763	60993143	cp068277_60962764	115	.	30380	34.06
chr1	60993143	61071752	cp068277_60993144	284	.	78609	39.95
chr1	61071752	61182211	cp068277_61071753	209	.	110459	37.33
chr1	61182211	62008003	cp068277_61182212	296	.	825792	40.38
chr1	62008003	62091552	cp068277_62008004	427	.	83549	44.96
chr1	62091552	62241363	cp068277_62091553	492	.	149811	47.25
chr1	62241363	62317088	cp068277_62241364	370	.	75725	42.95
chr1	62317088	62363717	cp068277_62317089	218	.	46629	37.66
chr1	62363717	62542689	cp068277_62363718	146	.	178972	35.12
chr1	62542689	63158782	cp068277_62542690	270	.	616093	39.48
chr1	63158782	63278774	cp068277_63158783	367	.	119992	42.87
chr1	63278774	63468417	cp068277_63278775	183	.	189643	36.44
chr1	63468417	63671470	cp068277_63468418	380	.	203053	43.32
chr1	63671470	64624879	cp068277_63671471	306	.	953409	40.74
chr1	64624879	64714369	cp068277_64624880	196	.	89490	36.87
chr1	64714369	64744380	cp068277_64714370	520	.	30011	48.22
chr1	64744380	64843236	cp068277_64744381	311	.	98856	40.89
chr1	64843236	65095291	cp068277_64843237	376	.	252055	43.17
chr1	65095291	65224952	cp068277_65095292	298	.	129661	40.43
chr1	65224952	65442559	cp068277_65224953	261	.	217607	39.15
chr1	65442559	65992115	cp068277_65442560	193	.	549556	36.78
chr1	65992115	66570564	cp068277_65992116	249	.	578449	38.72
chr1	66570564	66866974	cp068277_66570565	185	.	296410	36.49
chr1	66866974	67005153	cp068277_66866975	243	.	138179	38.52
chr1	67005153	67306643	cp068277_67005154	297	.	301490	40.40
chr1	67306643	67513389	cp068277_67306644	391	.	206746	43.69
chr1	67513389	67654198	cp068277_67513390	332	.	140809	41.63
chr1	67654198	67988648	cp068277_67654199	277	.	334450	39.72
chr1	67988648	68053864	cp068277_67988649	385	.	65216	43.48
chr1	68053864	68275874	cp068277_68053865	305	.	222010	40.69
chr1	68275874	69447305	cp068277_68275875	201	.	1171431	37.06
chr1	69447305	70074167	cp068277_69447306	148	.	626862	35.18
chr1	70074167	70933746	cp068277_70074168	236	.	859579	38.28
chr1	70933746	71399206	cp068277_70933747	189	.	465460	36.63
chr1	71399206	74187566	cp068277_71399207	143	.	2788360	35.02
chr1	74187566	75451134	cp068277_74187567	206	.	1263568	37.23
chr1	75451134	78334096	cp068277_75451135	246	.	2882962	38.63
chr1	78334096	78684336	cp068277_78334097	178	.	350240	36.23
chr1	78684336	78721798	cp068277_78684337	295	.	37462	40.34
chr1	78721798	80940578	cp068277_78721799	151	.	2218780	35.30
chr1	80940578	81338830	cp068277_80940579	196	.	398252	36.87
chr1	81338830	81642236	cp068277_81338831	241	.	303406	38.46
chr1	81642236	81826765	cp068277_81642237	106	.	184529	33.73
chr1	81826765	82201689	cp068277_81826766	218	.	374924	37.65
chr1	82201689	82531062	cp068277_82201690	170	.	329373	35.97
chr1	82531062	82615770	cp068277_82531063	105	.	84708	33.70
chr1	82615770	82646828	cp068277_82615771	286	.	31058	40.01
chr1	82646828	83318416	cp068277_82646829	188	.	671588	36.61
chr1	83318416	83702333	cp068277_83318417	254	.	383917	38.90
chr1	83702333	83821940	cp068277_83702334	140	.	119607	34.90
chr1	83821940	83899386	cp068277_83821941	265	.	77446	39.30
